Station,Station.Id,State.Code,State.Name,Network.Co,Network.Na,Elevation,Latitude,Longitude,County.Nam,County.Cod,Start.Date,End.Date,Aspect_tif,Slope_tif1,join_lat,join_lon,distance,Station Name,Southness,Lancover_code,Landcover_detail,Koppen_code_ID,Koppen_code_name,KoppenClass,elevation prompt,southness prompt,koppen prompt,landcover prompt
Sand Lake,731,WY,WYOMING,SNTL,SNOTEL,10098,41.4625,-106.281,Carbon,7,10/1/1979,1/1/2100,324.92487,10.95134,41.47414351,-106.3000939,0.022364023,Sand Lake,0.227724996,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Sandstone RS,732,WY,WYOMING,SNTL,SNOTEL,8152,41.11179,-107.17043,Carbon,7,10/1/1984,1/1/2100,303.93924,4.09669,41.13323707,-107.1704586,0.021447091,Sandstone RS,0.571547254,41,Deciduous Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has very high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Santiam Jct,733,OR,OREGON,SNTL,SNOTEL,3740,44.43503,-121.94502,Linn,43,10/1/1978,1/1/2100,319.33786,0.61161,44.42866597,-121.9666578,0.022554243,Santiam Jct,0.258096834,52,Shrub_Scrub,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has high southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Sasse Ridge,734,WA,WASHINGTON,SNTL,SNOTEL,4340,47.38485,-121.06323,Kittitas,37,10/1/1983,1/1/2100,292.37286,14.10364,47.38318842,-121.0341242,0.029153184,Sasse Ridge,-0.978562988,71,Grassland_Herbaceous,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has low southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has areas dominated by grasses and other herbaceous plants, often found in regions with moderate to low rainfall and no trees."
Savage Pass,735,ID,IDAHO,SNTL,SNOTEL,6190,46.46633,-114.63333,Idaho,49,10/1/1982,1/1/2100,39.40121,8.68287,46.47410459,-114.6307271,0.008198746,Savage Pass,-0.088465371,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has moderate elevation,This location has moderate southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Schneider Meadows,736,OR,OREGON,SNTL,SNOTEL,5400,45.00107,-117.16522,Baker,1,10/1/1980,1/1/2100,205.9917,3.83061,44.99684336,-117.1796522,0.015038333,Schneider Meadows,-0.137120485,52,Shrub_Scrub,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has moderate southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Schofield Pass,737,CO,COLORADO,SNTL,SNOTEL,10653,39.01467,-107.04933,Gunnison,51,10/1/1984,1/1/2100,234.63849,12.2366,39.03098071,-107.0461208,0.016623427,Schofield Pass,0.180120391,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Schweitzer Basin,738,ID,IDAHO,SNTL,SNOTEL,6090,48.37428,-116.63917,Bonner,17,10/1/1979,1/1/2100,311.7341,20.75154,48.34909,-116.620132,0.03157501,Schweitzer Basin,-0.713173419,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has moderate elevation,This location has low southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Scotch Creek,739,CO,COLORADO,SNTL,SNOTEL,9195,37.64562,-108.00833,Dolores,33,10/1/1985,1/1/2100,175.09961,15.43898,37.66735496,-107.9786543,0.03678387,Scotch Creek,0.179431803,41,Deciduous Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has very high elevation,This location has high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Secesh Summit,740,ID,IDAHO,SNTL,SNOTEL,6540,45.18848,-115.97152,Valley,85,10/1/1979,1/1/2100,140.3521,4.52441,45.16729658,-115.998443,0.034257608,Secesh Summit,0.51450669,52,Shrub_Scrub,18,Dsb,Cold-dry_summer-warm_summer,This location has moderate elevation,This location has very high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Sedgwick Peak,741,ID,IDAHO,SNTL,SNOTEL,7850,42.52497,-111.95635,Bannock,5,10/1/1988,1/1/2100,26.16933,24.47571,42.49686282,-111.9574642,0.028129254,Sedgwick Peak,-0.310978556,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Seeley Creek,742,UT,UTAH,SNTL,SNOTEL,9904,39.31042,-111.43297,Sanpete,39,10/18/1978,1/1/2100,129.32419,1.1931,39.31506941,-111.460113,0.0275383,Seeley Creek,-0.807163988,71,Grassland_Herbaceous,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by grasses and other herbaceous plants, often found in regions with moderate to low rainfall and no trees."
Seine Creek,743,OR,OREGON,SNTL,SNOTEL,2060,45.52688,-123.29857,Washington,67,10/1/1979,1/1/2100,347.30203,5.69026,45.50820302,-123.2722048,0.032310306,Seine Creek,0.086841071,21,Developed_Open Space,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has high southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has urban areas with open spaces and low-density development, such as parks, golf courses, and other recreational areas."
Senorita Divide 2,744,NM,NEW MEXICO,SNTL,SNOTEL,8569,36.00152,-106.83408,Rio Arriba,39,10/1/1979,1/1/2100,122.25288,3.88109,36.01964051,-106.8596141,0.031310408,Senorita Divide #2,0.64963883,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has very high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Sevenmile Marsh,745,OR,OREGON,SNTL,SNOTEL,5700,42.69825,-122.14165,Klamath,35,10/1/1979,1/1/2100,323.04895,17.47874,42.72413378,-122.1531645,0.028329372,Sevenmile Marsh,0.843077247,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has very high southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Seventysix Creek,746,NV,NEVADA,SNTL,SNOTEL,7350,41.73732,-115.47215,Elko,7,10/1/1978,1/1/2100,166.5257,1.75983,41.75823221,-115.5010917,0.035706368,Seventysix Creek,-0.981963703,41,Deciduous Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Shanghi Summit,747,ID,IDAHO,SNTL,SNOTEL,4600,46.56603,-115.74216,Clearwater,35,10/1/1982,1/1/2100,218.3353,2.27341,46.58774007,-115.7497674,0.023004325,Shanghi Summit,-0.004112951,71,Grassland_Herbaceous,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has moderate southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has areas dominated by grasses and other herbaceous plants, often found in regions with moderate to low rainfall and no trees."
Sheep Canyon,748,WA,WASHINGTON,SNTL,SNOTEL,3990,46.19325,-122.25393,Cowlitz,15,10/1/1980,1/1/2100,324.16031,4.9941,46.19001589,-122.2775023,0.023793112,Sheep Canyon,0.805449977,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has very high southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Sheep Mtn,749,ID,IDAHO,SNTL,SNOTEL,6650,43.2103,-111.68792,Bingham,11,10/1/1978,1/1/2100,36.82429,10.33342,43.23549344,-111.7087886,0.032714022,Sheep Mtn,-0.505642553,21,Developed_Open Space,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has urban areas with open spaces and low-density development, such as parks, golf courses, and other recreational areas."
Shell Creek,751,WY,WYOMING,SNTL,SNOTEL,9580,44.50012,-107.42947,Big Horn,3,10/1/1978,1/1/2100,328.51816,4.28386,44.48548371,-107.4191342,0.017917861,Shell Creek,0.200030166,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Short Creek,753,MT,MONTANA,SNTL,SNOTEL,7000,44.97572,-111.95215,Madison,57,10/1/1985,1/1/2100,338.90323,21.13519,44.99684336,-111.9574642,0.021781579,Short Creek,0.698841697,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has moderate elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Shower Falls,754,MT,MONTANA,SNTL,SNOTEL,8100,45.40125,-110.95758,Gallatin,31,10/1/1964,1/1/2100,38.48732,9.1396,45.39456754,-110.9627617,0.008456105,Shower Falls,0.198369324,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Signal Peak,755,NM,NEW MEXICO,SNTL,SNOTEL,8405,32.92342,-108.14546,Grant,17,10/1/1978,1/1/2100,312.63147,5.84257,32.95148258,-108.1651611,0.034287604,Signal Peak,-0.018334093,52,Shrub_Scrub,7,BSk,Arid-steppe-cold,This location has high elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Silver Creek,756,OR,OREGON,SNTL,SNOTEL,5740,42.95615,-121.18123,Lake,37,10/1/1979,1/1/2100,62.70269,2.37249,42.95140474,-121.158462,0.023257229,Silver Creek,0.689697334,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has very high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Silver Creek Divide,757,NM,NEW MEXICO,SNTL,SNOTEL,9096,33.3696,-108.70711,Catron,3,10/1/1978,1/1/2100,344.17044,13.3687,33.34920675,-108.7246812,0.026918976,Silver Creek Divide,0.118834314,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Silvies,759,OR,OREGON,SNTL,SNOTEL,6990,42.75333,-118.68785,Harney,25,10/1/1978,1/1/2100,267.75409,3.48792,42.78095152,-118.6717058,0.031993467,Silvies,0.255484609,52,Shrub_Scrub,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Skalkaho Summit,760,MT,MONTANA,SNTL,SNOTEL,7250,46.24212,-113.7725,Granite,39,10/1/1966,1/1/2100,95.09019,1.97007,46.24683363,-113.7603624,0.013020717,Skalkaho Summit,0.613307112,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has moderate elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Slug Creek Divide,761,ID,IDAHO,SNTL,SNOTEL,7225,42.56248,-111.29797,Caribou,29,10/1/1978,1/1/2100,4.54192,20.19552,42.55368056,-111.2736063,0.025904091,Slug Creek Divide,-0.165374855,42,Evergreen Forest,25,Dfa,Cold-no_dry_season-hot_summer,This location has moderate elevation,This location has moderate southness,"This location has a climate with hot summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Slumgullion,762,CO,COLORADO,SNTL,SNOTEL,11560,37.99076,-107.20392,Hinsdale,53,10/1/1979,1/1/2100,37.28617,9.31552,38.0082614,-107.2326275,0.033621705,Slumgullion,0.099875213,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Smith Morehouse,763,UT,UTAH,SNTL,SNOTEL,7631,40.78931,-111.09192,Summit,43,10/1/1978,1/1/2100,299.78271,12.62784,40.79233064,-111.0870995,0.005688672,Smith Morehouse,-0.014565739,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Snake River Station,764,WY,WYOMING,SNTL,SNOTEL,6920,44.13361,-110.66917,Teton,39,10/1/1989,1/1/2100,32.939,1.29421,44.14457727,-110.6519172,0.020443567,Snake River Station,0.045891646,52,Shrub_Scrub,18,Dsb,Cold-dry_summer-warm_summer,This location has moderate elevation,This location has high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Snow Mountain,767,OR,OREGON,SNTL,SNOTEL,6230,43.94885,-119.54013,Harney,25,10/1/1978,1/1/2100,149.62773,6.15125,43.97412405,-119.5420705,0.025348435,Snow Mountain,-0.051480895,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Snowbird,766,UT,UTAH,SNTL,SNOTEL,9177,40.56914,-111.65852,Salt Lake,35,8/23/1989,1/1/2100,337.83844,12.63399,40.56505968,-111.6466197,0.012580403,Snowbird,0.007902833,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Somsen Ranch,770,ID,IDAHO,SNTL,SNOTEL,6800,42.95275,-111.35933,Caribou,29,10/1/1978,1/1/2100,16.17789,15.6769,42.95140474,-111.3357752,0.02359322,Somsen Ranch,-0.027691601,52,Shrub_Scrub,25,Dfa,Cold-no_dry_season-hot_summer,This location has moderate elevation,This location has moderate southness,"This location has a climate with hot summers and cold winters, with significant precipitation throughout the year.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Sonora Pass,771,CA,CALIFORNIA,SNTL,SNOTEL,8770,38.31021,-119.6003,Mono,51,10/1/1978,1/1/2100,66.97102,18.4835,38.29235009,-119.6042394,0.018289209,Sonora Pass,0.194123393,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has high elevation,This location has high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
South Brush Creek,772,WY,WYOMING,SNTL,SNOTEL,8495,41.3295,-106.5025,Carbon,7,2/1/1976,1/1/2100,195.92313,3.63655,41.30369029,-106.4866006,0.030313868,South Brush Creek,-0.196460279,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
South Mtn,774,ID,IDAHO,SNTL,SNOTEL,6500,42.76478,-116.90037,Owyhee,73,10/1/1978,1/1/2100,104.91502,13.18674,42.78095152,-116.9309765,0.034616152,South Mtn,-0.187461233,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
South Pass,775,WY,WYOMING,SNTL,SNOTEL,9040,42.57317,-108.84325,Fremont,13,10/1/1984,1/1/2100,31.15501,12.42816,42.55368056,-108.849019,0.020325344,South Pass,-0.133108009,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Spencer Meadow,776,WA,WASHINGTON,SNTL,SNOTEL,3400,46.1795,-121.92661,Skamania,59,10/1/1980,1/1/2100,280.61658,7.35944,46.19001589,-121.9044889,0.024493442,Spencer Meadow,-0.464528103,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has low southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Spirit Lake,777,WA,WASHINGTON,SNTL,SNOTEL,3520,46.26113,-122.1772,Skamania,59,10/1/1983,1/1/2100,183.61665,13.89073,46.24683363,-122.1531645,0.027965915,Spirit Lake,0.160744001,71,Grassland_Herbaceous,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has high southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has areas dominated by grasses and other herbaceous plants, often found in regions with moderate to low rainfall and no trees."
Spratt Creek,778,CA,CALIFORNIA,SNTL,SNOTEL,6063,38.66627,-119.81741,Alpine,3,10/1/1983,1/1/2100,47.06446,5.49226,38.69007427,-119.7907461,0.03574361,Spratt Creek,0.709749012,52,Shrub_Scrub,8,Csa,Temperate-dry_summer-hot_summer,This location has moderate elevation,This location has very high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Spring Creek Divide,779,WY,WYOMING,SNTL,SNOTEL,9000,42.52516,-110.66148,Sublette,35,10/1/1978,1/1/2100,105.46944,5.91315,42.49686282,-110.6519172,0.029869334,Spring Creek Divide,-0.081068887,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Spud Mountain,780,CO,COLORADO,SNTL,SNOTEL,10674,37.69883,-107.77841,San Juan,111,10/1/1985,1/1/2100,222.01042,4.431,37.7241727,-107.7921476,0.028826635,Spud Mountain,0.48410678,41,Deciduous Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Spur Park,781,MT,MONTANA,SNTL,SNOTEL,8100,46.77962,-110.62165,Judith Basin,45,10/1/1966,1/1/2100,317.88321,8.3761,46.75819329,-110.6519172,0.037083804,Spur Park,-0.723897047,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Squaw Flat,782,ID,IDAHO,SNTL,SNOTEL,6240,44.77091,-116.24805,Adams,3,10/1/1979,1/1/2100,134.65349,10.82012,44.7695724,-116.2471186,0.001629936,Squaw Flat,0.892949623,42,Evergreen Forest,17,Dsa,Cold-dry_summer-hot_summer,This location has moderate elevation,This location has very high southness,"This location has a continental climate with hot summers and cold winters, featuring significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
St Lawrence Alt,786,WY,WYOMING,SNTL,SNOTEL,8620,43.03313,-109.17025,Fremont,13,10/1/1983,1/1/2100,3.16337,10.68083,43.00822248,-109.1598635,0.02698636,St Lawrence Alt,0.950650103,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has very high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Stahl Peak,787,MT,MONTANA,SNTL,SNOTEL,6030,48.90902,-114.86298,Lincoln,53,10/1/1968,1/1/2100,7.39363,5.29355,48.91726739,-114.8794027,0.018377282,Stahl Peak,-0.371326622,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has low southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Stampede Pass,788,WA,WASHINGTON,SNTL,SNOTEL,3850,47.27427,-121.34162,King,33,10/1/1979,1/1/2100,322.17853,11.35643,47.26955294,-121.3449687,0.005784858,Stampede Pass,0.153934843,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has high southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Starr Ridge,789,OR,OREGON,SNTL,SNOTEL,5250,44.26423,-119.02162,Grant,23,10/1/1979,1/1/2100,266.72247,6.70228,44.25821275,-119.0447193,0.023870144,Starr Ridge,-0.387174258,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has low elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Steel Creek Park,790,UT,UTAH,SNTL,SNOTEL,10158,40.90862,-110.50462,Summit,43,10/1/1978,1/1/2100,15.52711,14.27436,40.90596611,-110.5275794,0.023112284,Steel Creek Park,-0.974447605,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Stevens Pass,791,WA,WASHINGTON,SNTL,SNOTEL,3950,47.74607,-121.09288,King,33,10/1/1979,1/1/2100,332.327,9.18515,47.72409486,-121.0962931,0.022238617,Stevens Pass,0.184277958,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Stickney Mill,792,ID,IDAHO,SNTL,SNOTEL,7430,43.86117,-114.20902,Custer,37,10/1/1979,1/1/2100,7.69323,10.54459,43.86048857,-114.1955448,0.013492465,Stickney Mill,-0.144057142,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has moderate elevation,This location has moderate southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Stillwater Creek,793,CO,COLORADO,SNTL,SNOTEL,8880,40.22532,-105.9198,Grand,49,10/1/1985,1/1/2100,163.75835,6.93354,40.22415324,-105.9270805,0.007373406,Stillwater Creek,0.558721528,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Strawberry,794,OR,OREGON,SNTL,SNOTEL,5770,42.12587,-120.8361,Lake,37,10/1/1979,1/1/2100,197.05495,8.43842,42.09913864,-120.8476175,0.02910701,Strawberry,-0.540734375,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has low southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Strawberry Divide,795,UT,UTAH,SNTL,SNOTEL,8123,40.16483,-111.20665,Wasatch,51,10/1/1978,1/1/2100,30.37771,11.47084,40.1673355,-111.2114374,0.005403361,Strawberry Divide,-0.451483346,41,Deciduous Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Stump Lakes,797,CO,COLORADO,SNTL,SNOTEL,11248,37.47647,-107.63348,La Plata,67,10/1/1985,1/1/2100,9.22553,7.48859,37.49690174,-107.6056409,0.034532167,Stump Lakes,-0.915505686,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Sucker Creek,798,WY,WYOMING,SNTL,SNOTEL,8880,44.7225,-107.40033,Sheridan,33,10/1/1978,1/1/2100,154.99156,5.50587,44.71275466,-107.4191342,0.021179465,Sucker Creek,0.346836911,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Summer Rim,800,OR,OREGON,SNTL,SNOTEL,7080,42.6957,-120.80158,Lake,37,10/1/1978,1/1/2100,330.16806,5.12172,42.66731604,-120.7854486,0.032647689,Summer Rim,0.876187849,71,Grassland_Herbaceous,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has very high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by grasses and other herbaceous plants, often found in regions with moderate to low rainfall and no trees."
